data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
5535626,300,GRC300,300,2018-12-05,2018,1,Protests,Peaceful protest,Protesters (Greece),Students (Greece),6,,,0,60,Europe,Greece,Central Macedonia,Thessaloniki,Thessaloniki,Thessaloniki,40.6436,22.9309,1,Makeleio.gr,National,"On Dec.5 2018, students of TEFAA: The Department of Physical Education and Sports Science of the Aristotle University of Thessaloniki gathered at 10am in front of the statue of Venizelos in the city centre of Thessaloniki to protest against the proposed sports legislation.",0,1561483030,GRC
5535627,300,GRC301,301,2018-12-05,2018,1,Protests,Peaceful protest,Protesters (Greece),Labour Group (Greece),6,,,0,60,Europe,Greece,Central Macedonia,Thessaloniki,Thessaloniki,Thessaloniki,40.6436,22.9309,1,Makeleio.gr,National,"On Dec.5 2018, members of the Society of Temporary Archaeologists demonstrated because archaeologists working at the digitisation project of movable monuments at the Palace of Galerius in Navarino Square were fired.",0,1561483030,GRC
5081345,300,GRC297,297,2018-12-04,2018,1,Protests,Peaceful protest,Protesters (Greece),Students (Greece); Teachers (Greece),6,,,0,60,Europe,Greece,Attica,Athens,Central Athens,Athens-Central Athens,37.9685,23.7585,1,I Avgi,National,"On Dec.4 2018, pupils of the Fine Arts and Music Schools of Athens organised at 10am a concert at Plateia Syntagmatos (Constitution Square) to communicate their message. They protest against article 40 about the function and purpose of Fine Arts and Music Schools that is included in the proposed legislation for the University of Thessaly.",0,1553853271,GRC
5556690,300,GRC298,298,2018-12-04,2018,1,Riots,Mob violence,Rioters (Greece),,5,Police Forces of Greece (2015-2019) Units for the Reinstatement of Order,Civilians (Greece); Government of Greece (2015-2019),1,15,Europe,Greece,Attica,Athens,Central Athens,Athens-Central Athens,37.9685,23.7585,1,I Avgi; To Pontiki; Ekathimerini; Makeleio.gr,National,"During the evening of Dec.4 2018, 20 to 30 people hurled rocks and makeshift firebombs at YMET (Supportive to MAT Unit for the Reinstatement of Order) police officers that were posted in front of the home of State Minister Alekos Flambouraris in Exarchia and then fled. A private vehicle parked in front of the minister's home sustained minor damages. Police has detained 4 people. A police officer was injured and was transported to the 401 Military Hospital.",0,1563300982,GRC
5081343,300,GRC295,295,2018-12-03,2018,1,Protests,Peaceful protest,Protesters (Greece),Students (Greece); Teachers (Greece),6,,,0,60,Europe,Greece,Attica,Athens,Central Athens,Athens-Central Athens,37.9685,23.7585,1,I Avgi,National,"On Dec.3 2018, pupils of the Fine Arts and Music Schools of Athens gathered in front of the Parliament for a musical protest with the motto ""Save the schools"". They protest against article 40 about the function and purpose of Fine Arts and Music Schools that is included in the proposed legislation for the University of Thessaly.",0,1553853271,GRC
5081344,300,GRC296,296,2018-12-03,2018,1,Protests,Peaceful protest,Protesters (Greece),,6,,,0,60,Europe,Greece,Attica,Athens,Central Athens,Athens-Central Athens,37.9685,23.7585,1,AP,International,"On Dec. 3, 2018: Members of disabled groups from around Greece marched through central Athens, some wearing white gloves to protest in sign language, and delivered a petition to the prime minister's office, marking the United Nations' Day for Persons with Disabilities. Protesters said they have been disproportionately hurt by state spending cuts, creating higher poverty and unemployment rates than the national average.",0,1553853271,GRC
5977731,300,GRC294,294,2018-12-02,2018,1,Riots,Mob violence,Rioters (Greece),Anarchist Group (Greece),5,Police Forces of Greece (2015-2019) Units for the Reinstatement of Order,,1,15,Europe,Greece,Attica,Athens,Central Athens,Athens-Central Athens,37.9685,23.7585,1,Greek Reporter; To Vima; Ekathimerini,National-International,"On Dec. 2 2018, a group of hooded youths attacked the headquarters of Police Forces of Greece (2015-2019) Units for the Reinstatement of Order and YMET: Supportive to MAT Units for the Reinstatement of Order in central Athens by throwing over 20 Molotov petrol bombs, as well as rocks, before they fled. The group later took responsibility for the attack under the name ""Female Anarchists-Male Anarchists against Oblivion"". They caused damage to the front of the building and to a police motorcycle, as well as 5 private motorcycles that happened to be parked there. Two people were detained.",0,1568748968,GRC
5081341,300,GRC293,293,2018-12-01,2018,1,Protests,Peaceful protest,Protesters (Greece),,6,,,0,60,Europe,Greece,Attica,Athens,Central Athens,Athens-Central Athens,37.9685,23.7585,1,Ekathimerini,National,"On Dec. 1, 2018: Activists demonstrated outside the Varvakeios fish and meat market in central Athens against the slaughter of animals",0,1553853271,GRC
5556688,300,GRC290,290,2018-11-29,2018,1,Riots,Violent demonstration,Rioters (Greece),Students (Greece),5,Police Forces of Greece (2015-2019),,1,15,Europe,Greece,Attica,Athens,Central Athens,Athens,37.9833,23.7333,1,AP; Ekathimerini,National-International,"On Nov. 29, 2018: Around 100 students, after demonstrating against the name deal between Greece and Macedonia, threw stones at police, who fired tear gas to disperse them. Four rioters, all minors, were arrested for public disturbance.",0,1563300982,GRC
5968825,300,GRC291,291,2018-11-29,2018,1,Protests,Peaceful protest,Protesters (Greece),Students (Greece),6,,,0,60,Europe,Greece,Attica,Athens,Central Athens,Athens,37.9833,23.7333,1,AFP; Xinhua,National-International,"On Nov. 29, 2018: Students protested against the ""invasion of fascism into schools"" in front of the Athens administration building at the National Kapodistrian University in Athens.",0,1568140259,GRC
5535621,300,GRC292,292,2018-11-29,2018,1,Protests,Peaceful protest,Protesters (Greece),Students (Greece),6,,,0,60,Europe,Greece,Central Macedonia,Thessaloniki,Thessaloniki,Thessaloniki,40.6436,22.9309,1,AP; Xinhua; Ekathimerini,National-International,"On Nov. 29, 2018: Led by a horseman draped in a Greek flag, about 1,200 high school students protested in Thessaloniki against the agreement between Greece and Macedonia, chanting ""Macedonia is Greek."" Protesters waved Greek flags, shouted slogans and displayed banners against Macedonia, as well as Albania and Turkey.",0,1561483030,GRC
5968823,300,GRC289,289,2018-11-28,2018,1,Protests,Peaceful protest,Protesters (Greece),Labour Group (Greece),6,,,0,60,Europe,Greece,Attica,Athens,Central Athens,Athens,37.9833,23.7333,1,Xinhua; AFP; Ekathimerini,National-International,"On Nov. 28, 2018: Thousands of strikers marched peacefully in Athens from two central squares to the parliament, asking for tax cuts, pensions and salaries increases, amid a 24-hour general strike across Greece.",0,1568140257,GRC
5562241,300,GRC288,288,2018-11-26,2018,1,Violence against civilians,Attack,Unidentified Armed Group (Albania),,3,Civilians (Greece),Albanian Ethnic Group (Greece),7,37,Europe,Greece,Ionian Islands,Corfu,Corfu,Lefkimmi,39.4166,20.0666,1,I Avgi; To Pontiki,National,"On Nov.26, 2018, a former Golden Dawn election representative shot and killed an Albanian land worker in Lefkimmi, South Corfu. The attacker was confirmed to have a swastika tattoo and that he disagreed publicly with the victim about the recent events in South Albania. Police arrested the shooter. The Golden Dawn MP for Corfu claimed that the perpetrator is not an active member of Golden Dawn.",1,1563305270,GRC
5957778,300,GRC287,287,2018-11-25,2018,1,Protests,Peaceful protest,Protesters (Greece),Women (Greece),6,,,0,60,Europe,Greece,Attica,Athens,Central Athens,Athens-Central Athens,37.9685,23.7585,1,Xinhua,National,"On Nov. 25, 2018: Citizens protested in central Athens opposing violence against women and urging women to speak up to mark the International Day for Elimination of Violence against Women.",0,1567539407,GRC
5081333,300,GRC285,285,2018-11-23,2018,1,Protests,Peaceful protest,Protesters (Greece),,6,,,0,60,Europe,Greece,Attica,Athens,Central Athens,Athens-Central Athens,37.9685,23.7585,1,Ekathimerini,National,"On Nov. 23, 2018: Citizens with disabilities protested in front of the Ministry of Finance in Athens to demand exemptions from austerity measures and increase awareness about the problems of people with disabilities and their families.",0,1553853271,GRC
5081334,300,GRC286,286,2018-11-23,2018,1,Protests,Peaceful protest,Protesters (Greece),Rouvikonas,6,,,0,60,Europe,Greece,Attica,Athens,North Athens,Athens-North Athens,38.0465,23.8146,1,Ekathimerini,National,"On Nov. 23, 2018: Members of Rouvikonas threw flyers at the premises of construction company Ellaktor in northern Athens to protest the construction of a landfill planned in Corfu.",0,1553853271,GRC
5556687,300,GRC284,284,2018-11-22,2018,1,Riots,Violent demonstration,Rioters (Greece),Health Workers (Greece),5,Police Forces of Greece (2015-2019),,1,15,Europe,Greece,Attica,Athens,Central Athens,Athens-Central Athens,37.9685,23.7585,1,Ekathimerini,National,"On Nov. 22, 2018: Public hospital workers demonstrated outside the Finance Ministry in Athens. The demonstrators clashed with police as they tried to break through the riot police line to enter the building in central Athens.",0,1563300982,GRC
5958112,300,GRC283,283,2018-11-20,2018,1,Protests,Peaceful protest,Protesters (Greece),Labour Group (Greece); Teachers (Greece),6,,,0,60,Europe,Greece,Attica,Athens,Central Athens,Athens,37.9833,23.7333,1,Ekathimerini,National,"On Nov. 20, 2018: Protesting driving instructors caused traffic disruptions in Athens by driving in a motorcade from the Transport Ministry in the northern suburbs to the city centre. The protesters were concerned about losing benefits related to a big backlog of students waiting for their driving exams.",0,1567540512,GRC
5977729,300,GRC282,282,2018-11-19,2018,1,Protests,Peaceful protest,Protesters (Greece),Labour Group (Greece),6,,,0,60,Europe,Greece,Attica,Athens,Central Athens,Athens-Central Athens,37.9685,23.7585,1,Greek Reporter; Ekathimerini,National-International,"On Nov. 19, 2018: Dozens of members of a union representing municipal workers stormed into the Labour Ministry headquarters in central Athens, requesting a meeting with Minister Effie Achtsioglou. The union had concerns regarding the safety of municipal cleaning staff after incidents leading to the death of two employees.",0,1568748968,GRC
5968820,300,GRC276,276,2018-11-17,2018,1,Protests,Peaceful protest,Protesters (Greece),,6,,,0,60,Europe,Greece,Attica,Athens,Central Athens,Athens-Central Athens,37.9685,23.7585,1,Xinhua; AFP; AP,National-International,"On Nov. 17, 2018: Around 12,000-3,000 citizens marched in central Athens to mark the 45th anniversary of the uprising that led to the restoration of democracy in Greece. The protesters condemned fascism and Nazism and chanted the Greek national anthem.",0,1568140255,GRC
5556683,300,GRC277,277,2018-11-17,2018,1,Riots,Violent demonstration,Rioters (Greece),Anarchist Group (Greece),5,Police Forces of Greece (2015-2019),,1,15,Europe,Greece,West Greece,Achaea,Patras,Patras,38.2444,21.7344,1,AP,International,"On Nov. 17, 2018: Anarchists clashed with police in Patras at the anniversary of a fatally suppressed 1973 student uprising. The anarchists attacked police officers and five of them were detained.",0,1563300982,GRC
5933274,300,GRC278,278,2018-11-17,2018,1,Protests,Peaceful protest,Protesters (Greece),,6,,,0,60,Europe,Greece,Central Macedonia,Thessaloniki,Thessaloniki,Thessaloniki,40.6436,22.9309,1,AFP,International,"On Nov. 17, 2018: Citizens marched in Thessaloniki to mark the 45th anniversary of the uprising that led to the restoration of democracy in Greece. The protesters condemned fascism and Nazism.",0,1567539377,GRC
5556684,300,GRC279,279,2018-11-17,2018,1,Riots,Violent demonstration,Rioters (Greece),Anarchist Group (Greece),5,Police Forces of Greece (2015-2019),,1,15,Europe,Greece,Central Macedonia,Thessaloniki,Thessaloniki,Thessaloniki,40.6436,22.9309,1,AP,International,"On Nov. 17, 2018: Anarchists clashed with police at the demonstration against fascism and Nazism in Thessaloniki. Around 200 anarchists threw firebombs and at least ten people were detained.",0,1563300982,GRC
5968821,300,GRC280,280,2018-11-17,2018,1,Riots,Violent demonstration,Rioters (Greece),Anarchist Group (Greece),5,Police Forces of Greece (2015-2019),,1,15,Europe,Greece,Attica,Athens,Central Athens,Athens-Central Athens,37.9685,23.7585,1,AP; Ekathimerini; AFP; Xinhua,National-International,"On Nov. 17, 2018: Anarchists clashed with police at the end of the demonstration against fascism and Nazism in central Athens. Hooded rioters set fire to garbage containers and threw Molotov cocktails at police who responded with tear gas and a stun grenade.",0,1568140255,GRC
5556686,300,GRC281,281,2018-11-17,2018,1,Riots,Violent demonstration,Rioters (Greece),,5,Police Forces of Greece (2015-2019),,1,15,Europe,Greece,Attica,Athens,Central Athens,Athens-Central Athens,37.9685,23.7585,1,Ekathimerini; AP,National-International,"On Nov. 17, 2018: An unidentified group of rioters clashed with police at the Polytechnic University in Athens at the anniversary of a fatally suppressed 1973 student uprising. The rioters barricaded themselves in the university, while others threw Molotov cocktails and rocks on officers from the rooftop. Two people were detained.",0,1563300982,GRC
5081322,300,GRC274,274,2018-11-16,2018,1,Protests,Peaceful protest,Protesters (Greece),Labour Group (Greece),6,,,0,60,Europe,Greece,Attica,West Attica,Fyli,Ano Liosia,38.0840,23.7023,1,To Pontiki,National,"On Nov.16 2018, garbage truck drivers protested with a walkout about their working conditions and asked for an investigation into the death of a 53 year-old colleague who lost his life when his vehicle crashed in the northern suburb of Ano Liosia, as well as the death of another municipal worker that was hit by a car in the same area while he was working.",0,1553853271,GRC
5556682,300,GRC275,275,2018-11-16,2018,1,Riots,Violent demonstration,Rioters (Greece),,5,Rioters (Greece),Government of Greece (2015-2019); SYRIZA: Coalition of the Radical Left,5,55,Europe,Greece,Attica,Athens,Central Athens,Athens-Central Athens,37.9685,23.7585,1,Ekathimerini; AP,National-International,"On Nov. 16, 2018: Scuffles broke in Athens as anti-government demonstrators prevented a delegation from Greece's governing Syriza party from laying a wreath at a memorial to the dead at the site of uprising of 1973. No injuries were reported",0,1563300982,GRC
5977727,300,GRC272,272,2018-11-14,2018,1,Protests,Peaceful protest,Protesters (Greece),Labour Group (Greece),6,,,0,60,Europe,Greece,Central Macedonia,Thessaloniki,Thessaloniki,Thessaloniki,40.6436,22.9309,1,Ekathimerini; Greek Reporter,National-International,"On Nov. 14, 2018: Civil servants protested in Thessaloniki and other central locations demanding raises in salaries and pensions and the abolition of social security reforms introduced by former labour minister Giorgos Katrougalos.",0,1568748968,GRC
5977728,300,GRC273,273,2018-11-14,2018,1,Protests,Peaceful protest,Protesters (Greece),Labour Group (Greece),6,,,0,60,Europe,Greece,Attica,Athens,Central Athens,Athens-Central Athens,37.9685,23.7585,1,Xinhua; Ekathimerini; Greek Reporter; AP,National-International,"On Nov. 14, 2018: Thousands of strikers from various trade unions marched in front of the Greek parliament in Athens, chanting anti-austerity slogans, while public services nationwide were cancelled. On the same day, civil servants protested demanding raises in salaries and pensions and the abolition of social security reforms introduced by former labour minister Giorgos Katrougalos.",0,1568748968,GRC
5968818,300,GRC268,268,2018-11-13,2018,1,Strategic developments,Disrupted weapons use,Unidentified Armed Group (Greece),,3,Police Forces of Greece (2015-2019),,1,13,Europe,Greece,Attica,Athens,Central Athens,Athens,37.9833,23.7333,1,Ekathimerini; AFP,National-International,"On Nov. 13, 2018: Greek police defused a bomb left outside of the home of a controversial senior prosecutor overnight in Athens. Supreme Court deputy prosecutor Isidoros Dogiakos had overseen the high-profile investigation that put members of the neo-Nazi Golden Dawn party on trial after the murder of an anti-fascist musician in 2013. There was no immediate claim of responsibility.",0,1568140255,GRC
5556681,300,GRC269,269,2018-11-13,2018,1,Violence against civilians,Attack,Police Forces of Greece (2015-2019),Unidentified Armed Group (Greece),1,Civilians (International),Refugees/IDPs (International),7,17,Europe,Greece,East Macedonia and Thrace,Evros,Didymoteicho,Didymoteicho,41.3501,26.4980,2,HRW,International,"On Nov. 13, 2018: Four refugees were stopped by police near a gas station in Didymoteicho and placed in a dark car without seats. Masked men took them to the Turkey border on the next evening and hit them with batons. The masked attackers also shouted ""Fuck Islam"" and robbed the refugees before releasing them to go back to Turkey.",0,1563300982,GRC
5081319,300,GRC271,271,2018-11-13,2018,1,Protests,Peaceful protest,Protesters (Greece),Labour Group (Greece),6,,,0,60,Europe,Greece,Attica,Athens,Central Athens,Athens-Central Athens,37.9685,23.7585,1,Ekathimerini,National,"On Nov. 13, 2018: Greek pensioners protested in central Athens against pension cuts.",0,1553853271,GRC
6103712,300,GRC270,270,2018-11-13,2018,1,Protests,Peaceful protest,Protesters (Greece),,6,,,0,60,Europe,Greece,Attica,Athens,Central Athens,Athens-Central Athens,37.9685,23.7585,1,Local Source,Subnational,"On Nov. 13, 2018: Citizens protested in Athens against the imprisonment of the founder and leader of the PKK(Kurdistan Worker's Party), Abdullah Ocalan.",0,1571164612,GRC
5556679,300,GRC265,265,2018-11-12,2018,1,Riots,Mob violence,Rioters (Greece),Anarchist Group (Greece),5,Police Forces of Greece (2015-2019),,1,15,Europe,Greece,Attica,Athens,Central Athens,Athens-Central Athens,37.9685,23.7585,1,Ekathimerini,National,"On Nov. 12, 2018: Officers of the Greek Police's motorcycle-riding DELTA force were attacked by a group of around 50 self-styled anarchists outside the Athens Court of First Instance. The assailants hit them with helmets and wooden sticks and three DELTA officers were injured.",0,1563300982,GRC
5081314,300,GRC266,266,2018-11-12,2018,1,Protests,Peaceful protest,Protesters (Greece),,6,,,0,60,Europe,Greece,Ionian Islands,Corfu,Corfu,Corfu,39.6207,19.9198,3,Ekathimerini,National,"On Nov. 12, 2018: Residents of the island of Corfu held a march to express their discontent with the piles of trash on the streets that have been growing in recent months after the municipal authority's contract with collectors expired in the summer.",0,1553853271,GRC
5081315,300,GRC267,267,2018-11-12,2018,1,Protests,Peaceful protest,Protesters (Greece),,6,,,0,60,Europe,Greece,Ionian Islands,Corfu,Corfu,Lefkimmi,39.4166,20.0666,1,Ekathimerini,National,"On Nov. 12, 2018: Residents of Lefkimmi, southern Corfu protested against a landfill in their area.",0,1553853271,GRC
5556678,300,GRC264,264,2018-11-10,2018,1,Violence against civilians,Attack,Police Forces of Greece (2015-2019),,1,Civilians (Morocco),Refugees/IDPs (Morocco),7,17,Europe,Greece,East Macedonia and Thrace,Evros,Didymoteicho,Didymoteicho,41.3501,26.4980,2,HRW,International,"On Nov. 10, 2018: A 25-year-old Moroccan refugee was caught in Greece near the Turkey border and Greek police handed him over to masked men wearing police uniforms. The man ordered him to take off his clothes and shoes and kicked him to the ground and hit him with a baton, then one of them subjected him to a mock execution. The man was then returned to Turkey.",0,1563300982,GRC
5977726,300,GRC263,263,2018-11-09,2018,1,Protests,Peaceful protest,Protesters (Greece),Students (Greece); Teachers (Greece),6,,,0,60,Europe,Greece,Attica,Athens,Central Athens,Athens,37.9833,23.7333,1,Ekathimerini; Greek Reporter,National-International,"On Nov. 9, 2018: School and university students and teachers entered the ministry of education and barged into the office of the minister to protest against new reforms to the secondary education system and funding cuts. Ministry employees had already left the building in anticipation of the demonstrations.",0,1568748968,GRC
5198691,300,GRC262,262,2018-11-06,2018,1,Riots,Violent demonstration,Rioters (Greece),LGBT (Greece),5,,,0,50,Europe,Greece,Attica,Athens,Central Athens,Athens,37.9833,23.7333,1,Ekathimerini,National,"On Nov. 6, 2018: Unknown individuals vandalized a bank branch as a demonstration at the death of Zak Kostopoulos, an LGBTQ activist who died in October after being attacked by a jewellery store owner and another man in downtown Athens. The assailants spray-painted slogans about Kostopoulos, shattered the windows and destroyed an ATM.",0,1559160369,GRC
5081308,300,GRC260,260,2018-11-02,2018,1,Protests,Peaceful protest,Protesters (Greece),Labour Group (Greece),6,,,0,60,Europe,Greece,Attica,Athens,Central Athens,Athens-Central Athens,37.9685,23.7585,1,To Vima,National,"On Nov. 2, 2018: The Pan-Hellenic Association of Outstanding Staff of the Ministry of Culture protested in the building of the Ministry of Culture and Sports against significant staff shortage and employee discrimination.",0,1553853271,GRC
5977725,300,GRC261,261,2018-11-02,2018,1,Riots,Violent demonstration,Rioters (Greece),Rouvikonas,5,Police Forces of Greece (2015-2019),,1,15,Europe,Greece,Attica,Athens,Central Athens,Athens-Central Athens,37.9685,23.7585,1,Greek Reporter; To Vima; Ekathimerini,National-International,"On Nov. 2, 2018: The anarchist group Rouvikonas targeted the Embassy of Argentina in central Athens, entering forcefully to scatter fliers and erected a banner in front of the nearest building. Two suspects were arrested. The vandalism act was supposed to be related to the killing of an anarchist in Argentina in 2017.",0,1568748968,GRC
5977800,300,GRC259,259,2018-11-01,2018,1,Violence against civilians,Attack,Unidentified Armed Group (International),Refugees/IDPs (International),3,Civilians (Greece),Refugees/IDPs (International); Women (Greece),7,37,Europe,Greece,Central Greece,Boeotia,Thebes,Thebes,38.3199,23.3191,1,Greek Reporter,International,"On Nov. 1, 2018: A woman from the Thebes migrant camp was attacked by four other male migrants who attempted to burn her alive. She was hospitalized with severe injuries, while the four attackers suffered knife wounds. The causes of the fight remained unknown.",0,1568748968,GRC
5977802,300,GRC258,258,2018-11-01,2018,1,Riots,Mob violence,Rioters (Greece),Romani Ethnic Group (Greece),5,Police Forces of Greece (2015-2019),,1,15,Europe,Greece,Attica,Athens,West Athens,Athens-West Athens,38.0163,23.6778,1,Greek Reporter,International,"On Nov. 1, 2018: Two police officers were attacked with rocks thrown by more than 20 people from a nearby Roma camp. The incident occurred after police stopped a car with drunk passengers and a driver, who took out a rifle and started shooting in the air. No casualties were reported.",0,1568748968,GRC
5556675,300,GRC257,257,2018-10-31,2018,1,Riots,Violent demonstration,Rioters (Greece),,5,Police Forces of Greece (2015-2019),,1,15,Europe,Greece,Central Macedonia,Thessaloniki,Thessaloniki,Thessaloniki,40.6436,22.9309,1,AP; Ekathimerini,National-International,"On Oct. 31, 2018: Several hundred Greeks demonstrated the fatal police shooting of a man in Albania. When police blocked the access to the Albanian Consulate, clashes began and police used tear gas and flash grenades. No injuries were reported.",0,1563300982,GRC
5977724,300,GRC256,256,2018-10-30,2018,1,Riots,Mob violence,Rioters (Greece),,5,Civilians (Albania),,7,57,Europe,Greece,Attica,Athens,Central Athens,Athens-Central Athens,37.9685,23.7585,1,Ekathimerini; Greek Reporter,National-International,"On Oct. 30, 2018: Albanian travel office in central Athens was attacked by unidentified assailants who threw petrol bombs. Authorities believe the incident to be related to the recent killing an ethnic Greek in Albania during a shootout with police.",0,1568748968,GRC
5977723,300,GRC254,254,2018-10-29,2018,1,Battles,Armed clash,Unidentified Armed Group (Greece),,3,Unidentified Armed Group (Greece),Albanian Ethnic Group (Greece),3,33,Europe,Greece,Attica,East Attica,Pallini,Pallini,38.0051,23.8830,2,Greek Reporter; Albanian Daily News; Ekathimerini,National-International,"On Oct. 29, 2018: Greek citizens and Albanians residing in Greece attacked each other in Gerakas near Pallini, a day after a Greek man was killed by Albanian police. The two groups confronted each other on social media and then met in Gerakas, armed with knives, chains and a pistol. Six people were injured.",0,1568748968,GRC
5556674,300,GRC255,255,2018-10-29,2018,1,Riots,Violent demonstration,Rioters (Greece),Students (Greece),5,Police Forces of Greece (2015-2019),,1,15,Europe,Greece,Attica,Athens,Central Athens,Athens-Central Athens,37.9685,23.7585,1,AP; To Vima; Ekathimerini,National-International,"On Oct. 29, 2018: About 2,000 Greek students demonstrated in Athens against the government's education reform. About 100 students threw Molotov bombs and stones at police officers from the top of a hotel and police responded using tear gas. At least one demonstrator was arrested. No injuries were reported.",0,1563300982,GRC
5535602,300,GRC252,252,2018-10-28,2018,1,Protests,Peaceful protest,Protesters (Greece),XA: Golden Dawn,6,,,0,60,Europe,Greece,Attica,Athens,North Athens,Athens-North Athens,38.0465,23.8146,1,AP; Ekathimerini,National-International,"On Oct. 28, 2012: The Greek extreme right political party Golden Dawn staged a protest after Kacifa's death outside the Albanian Embassy in Athens.",0,1561483030,GRC
5081301,300,GRC253,253,2018-10-28,2018,1,Protests,Peaceful protest,Protesters (Greece),,6,,,0,60,Europe,Greece,Central Macedonia,Thessaloniki,Thessaloniki,Thessaloniki,40.6436,22.9309,1,AP,International,"On Oct. 28, 2018: Greek citizens protested against the name change deal signed by Greece and Macedonia in July, shouting ""Macedonia is Greek"" at the annual military parade commemorating Greece's entry into World War II in Thessaloniki.",0,1553853271,GRC
5977721,300,GRC250,250,2018-10-24,2018,1,Protests,Peaceful protest,Protesters (Greece),Students (Greece); Teachers (Greece),6,,,0,60,Europe,Greece,Attica,Athens,Central Athens,Athens-Central Athens,37.9685,23.7585,1,Ekathimerini; Greek Reporter,National-International,"On Oct. 24, 2018: Students and professors from the Athens Philosophy School protested against the presence of the anarchist group Rouvikonas, who had occupied a classroom in the university and tried to recruit students.",0,1568748968,GRC
5977722,300,GRC251,251,2018-10-24,2018,1,Protests,Peaceful protest,Protesters (Greece),Teachers (Greece),6,,,0,60,Europe,Greece,Attica,Athens,Central Athens,Athens-Central Athens,37.9685,23.7585,1,Ekathimerini; The National Herald; To Vima; Greek Reporter,National-International,"On Oct. 24, 2018: Staff from the University of Athens protested about the increasing number of addicts injecting drugs at the university entrance, as a used needle for shooting heroin was found near the Law School building. The protesters called on state authorities to ensure the removal of drug dealers and users near the university for the students' and staff's safety.",0,1568748968,GRC
5081297,300,GRC249,249,2018-10-23,2018,1,Protests,Peaceful protest,Protesters (Greece),Students (Greece),6,,,0,60,Europe,Greece,Attica,Athens,Central Athens,Athens-Central Athens,37.9685,23.7585,1,To Vima,National,"On Oct. 23, 2018: Students demonstrated outside the Ministry of Education, Research and Religious Affairs in Athens in opposition to the merging of departments, under-funding, and under-graduation of universities.",0,1553853271,GRC
5556673,300,GRC248,248,2018-10-22,2018,1,Protests,Protest with intervention,Protesters (Greece),Students (Greece),6,Police Forces of Greece (2015-2019),,1,16,Europe,Greece,Attica,Athens,Central Athens,Athens-Central Athens,37.9685,23.7585,1,To Vima,National,"On Oct. 22, 2018: Students stormed into the Ministry of Education in Athens getting by the police to protest against the new education reforms. No injuries were reported.",0,1563300982,GRC
5977720,300,GRC247,247,2018-10-21,2018,1,Strategic developments,Looting/property destruction,Rouvikonas,,3,Civilians (Canada),Government of Canada (2015-),7,37,Europe,Greece,Attica,Athens,North Athens,Athens-North Athens,38.0465,23.8146,1,To Vima; Ekathimerini; AFP; Greek Reporter,National-International,"On Oct, 21, 2018: Anarchist group Rouvikonas attacked the Canadian embassy in Athens, smashing the entrance with sledgehammers and splashing paint on the facade. Rouvikonas carried out the attack in response of the activities of a Canadian mining company in northern Greece.",0,1568748968,GRC
5535596,300,GRC245,245,2018-10-18,2018,1,Protests,Peaceful protest,Protesters (Cyprus),Refugees/IDPs (International),6,,,0,60,Europe,Greece,North Aegean,Chios,Chios,Chios,38.3686,26.1324,1,Ekathimerini,National,"On Oct. 18, 2018: Around 70 migrants from an overcrowded registration centre in Chios protested against the dire living conditions.",0,1561483030,GRC
5535597,300,GRC246,246,2018-10-18,2018,1,Protests,Peaceful protest,Protesters (Cyprus),Refugees/IDPs (International),6,,,0,60,Europe,Greece,North Aegean,Lesbos,Lesbos,Marmaro,39.1352,26.5071,1,Ekathimerini,National,"On Oct. 18, 2018: Around 200 migrants from an overcrowded registration centre in Moria (Lesbos) marched against the dire living conditions.",0,1561483030,GRC
5977719,300,GRC244,244,2018-10-15,2018,1,Riots,Violent demonstration,Rioters (Greece),Anarchist Group (Greece),5,Police Forces of Greece (2015-2019),,1,15,Europe,Greece,Attica,Athens,Central Athens,Athens-Central Athens,37.9685,23.7585,1,The National Herald; Greek Reporter; Ekathimerini,National-International,"On Oct. 15, 2018: About 50 self-styled anarchists hurled around 40 home-made petrol bombs at a police near the police station in Omonia in central Athens. Four police officers suffered minor injuries.",0,1568748968,GRC
5933268,300,GRC243,243,2018-10-10,2018,2,Violence against civilians,Attack,Unidentified Armed Group (Greece),,3,Civilians (International),Refugees/IDPs (International); Women (International),7,37,Europe,Greece,East Macedonia and Thrace,Evros,Didymoteicho,Didymoteicho,41.3501,26.4980,2,AFP,International,"On Oct. 10, 2018: Three women were found dead near the River Evros, major crossing point for refugees and migrants, trying to get into the EU. Investigation is underway, but Greek media has reported they may have been killed as a punishment by migrant traffickers.",3,1567539377,GRC
5081290,300,GRC242,242,2018-10-05,2018,1,Riots,Mob violence,Rioters (International),Refugees/IDPs (International),5,Rioters (International),Refugees/IDPs (International),5,55,Europe,Greece,Central Macedonia,Thessaloniki,Delta,Diavata,40.6885,22.8576,1,Ekathimerini,National,"On Oct. 5, 2018: A 32-year-old Iraqi national was hurt in a fight involving up to 60 migrants at the reception centre nearby Diavata, northern Greece. Authorities said the victim had been hit with a sharp object and was hospitalized with non-life threatening injuries.",0,1553853271,GRC
